Date,1306.T,7203.T
2016-10-25,1410.0,976.0204467773438
2016-10-26,1415.0,973.4354858398438
2016-10-27,1417.0,970.0426635742188
2016-10-28,1425.0,976.3436889648438
2016-10-31,1429.0,982.16015625
2016-11-01,1429.0,981.0292358398438
2016-11-02,1400.0,959.3792724609375
2016-11-04,1380.0,920.603515625
2016-11-07,1396.0,938.6987915039062
2016-11-08,1397.0,952.2705078125
2016-11-09,1335.0,890.2291259765625
2016-11-10,1411.0,943.22265625
2016-11-11,1413.0,961.6412353515625
2016-11-14,1433.0,975.5360107421875
2016-11-15,1437.0,979.7366333007812
2016-11-16,1454.0,999.4476318359375
2016-11-17,1457.0,993.7928466796875
2016-11-18,1465.0,1020.4514770507812
2016-11-21,1477.0,1027.398681640625
2016-11-22,1483.0,1015.7659301757812
2016-11-24,1495.0,1064.39697265625
2016-11-25,1501.0,1080.7154541015625
2016-11-28,1505.0,1074.8990478515625
2016-11-29,1505.0,1072.798583984375
2016-11-30,1504.0,1074.2529296875
2016-12-01,1516.0,1083.6239013671875
2016-12-02,1515.0,1080.23095703125
2016-12-05,1504.0,1070.85986328125
2016-12-06,1514.0,1079.74609375
2016-12-07,1528.0,1108.3433837890625
2016-12-08,1547.0,1128.3775634765625
2016-12-09,1563.0,1131.4471435546875
2016-12-12,1569.0,1131.1240234375
2016-12-13,1577.0,1139.0406494140625
2016-12-14,1577.0,1135.9710693359375
2016-12-15,1581.0,1156.1666259765625
2016-12-16,1589.0,1156.0052490234375
2016-12-19,1588.0,1154.2281494140625
2016-12-20,1589.0,1152.127685546875
2016-12-21,1582.0,1150.6734619140625
2016-12-22,1581.0,1145.5032958984375
2016-12-26,1578.0,1129.5084228515625
2016-12-27,1574.0,1125.7923583984375
2016-12-28,1578.0,1126.1156005859375
2016-12-29,1558.0,1104.788818359375
2016-12-30,1556.0,1111.25146484375
2017-01-04,1593.0,1146.634521484375
2017-01-05,1595.0,1138.87939453125
2017-01-06,1594.0,1119.6529541015625
2017-01-10,1582.0,1108.5047607421875
2017-01-11,1590.0,1116.7447509765625
2017-01-12,1574.0,1105.9195556640625
2017-01-13,1585.0,1111.8975830078125
2017-01-16,1569.0,1103.011474609375
2017-01-17,1546.0,1085.5626220703125
2017-01-18,1554.0,1088.3089599609375
2017-01-19,1569.0,1107.535400390625
2017-01-20,1573.0,1098.8106689453125
2017-01-23,1553.0,1080.876953125
2017-01-24,1546.0,1062.943359375
2017-01-25,1559.0,1083.462158203125
2017-01-26,1587.0,1092.8331298828125
2017-01-27,1588.0,1083.138916015625
2017-01-30,1583.0,1083.3004150390625
2017-01-31,1561.0,1063.7509765625
2017-02-01,1565.0,1057.6114501953125
2017-02-02,1548.0,1038.869873046875
2017-02-03,1554.0,1041.293212890625
2017-02-06,1560.0,1049.0484619140625
2017-02-07,1556.0,1025.298095703125
2017-02-08,1563.0,1031.599365234375
2017-02-09,1554.0,1010.5955810546875
2017-02-10,1587.0,1041.454833984375
2017-02-13,1595.0,1048.725341796875
2017-02-14,1577.0,1042.747314453125
2017-02-15,1593.0,1048.725341796875
2017-02-16,1590.0,1043.2320556640625
2017-02-17,1584.0,1034.02294921875
2017-02-20,1586.0,1039.19287109375
2017-02-21,1595.0,1046.6251220703125
2017-02-22,1597.0,1050.6641845703125
2017-02-23,1597.0,1049.856201171875
2017-02-24,1590.0,1041.7779541015625
2017-02-27,1574.0,1034.9921875
2017-02-28,1576.0,1028.3680419921875
2017-03-01,1594.0,1044.6861572265625
2017-03-02,1606.0,1045.3323974609375
2017-03-03,1598.0,1042.9088134765625
2017-03-06,1594.0,1041.1318359375
2017-03-07,1594.0,1038.869873046875
2017-03-08,1589.0,1029.1759033203125
2017-03-09,1595.0,1039.5159912109375
2017-03-10,1617.0,1053.4107666015625
2017-03-13,1617.0,1055.0264892578125
2017-03-14,1615.0,1042.747314453125
2017-03-15,1612.0,1046.140380859375
2017-03-16,1613.0,1042.5858154296875
2017-03-17,1606.0,1030.3065185546875
2017-03-21,1602.0,1029.66064453125
2017-03-22,1569.0,995.40869140625
2017-03-23,1571.0,995.2470703125
2017-03-24,1583.0,1006.3949584960938
2017-03-27,1564.0,994.923828125
2017-03-28,1585.0,1004.6177978515625
2017-03-29,1597.0,1007.2496337890625
2017-03-30,1579.0,1005.111328125
2017-03-31,1565.0,993.7623291015625
2017-04-03,1569.0,994.42041015625
2017-04-04,1559.0,984.2227783203125
2017-04-05,1557.0,971.8871459960938
2017-04-06,1535.0,955.6040649414062
2017-04-07,1543.0,959.2225952148438
2017-04-10,1554.0,969.7490234375
2017-04-11,1549.0,972.0516357421875
2017-04-12,1532.0,953.6302490234375
2017-04-13,1518.0,942.6104736328125
2017-04-14,1512.0,953.6302490234375
2017-04-17,1519.0,947.2158203125
2017-04-18,1523.0,946.8868408203125
2017-04-19,1525.0,936.6893920898438
2017-04-20,1527.0,946.3933715820312
2017-04-21,1542.0,963.0054321289062
2017-04-24,1558.0,968.2687377929688
2017-04-25,1573.0,986.8544311523438
2017-04-26,1594.0,1012.183837890625
2017-04-27,1590.0,1006.0982666015625
2017-04-28,1586.0,992.611083984375
2017-05-01,1595.0,993.7623291015625
2017-05-02,1606.0,1010.3745727539062
2017-05-08,1643.0,1025.5062255859375
2017-05-09,1638.0,1009.05859375
2017-05-10,1642.0,1000.1770629882812
2017-05-11,1644.0,1007.0849609375
2017-05-12,1637.0,994.5848388671875
2017-05-15,1636.0,988.3346557617188
2017-05-16,1640.0,1002.1507568359375
2017-05-17,1634.0,992.44677734375
2017-05-18,1611.0,975.3411254882812
2017-05-19,1616.0,981.0975952148438
2017-05-22,1623.0,986.361083984375
2017-05-23,1621.0,986.8544311523438
2017-05-24,1632.0,987.0188598632812
2017-05-25,1634.0,984.3871459960938
2017-05-26,1627.0,977.1504516601562
2017-05-29,1627.0,981.9202270507812
2017-05-30,1629.0,983.7293701171875
2017-05-31,1622.0,975.6702270507812
2017-06-01,1643.0,985.0452880859375
2017-06-02,1668.0,1001.9862670898438
2017-06-05,1668.0,981.5911254882812
2017-06-06,1654.0,972.0516357421875
2017-06-07,1653.0,970.7359008789062
2017-06-08,1648.0,954.9461059570312
2017-06-09,1649.0,960.2093505859375
2017-06-12,1647.0,967.117431640625
2017-06-13,1650.0,966.13037109375
2017-06-14,1647.0,963.6634521484375
2017-06-15,1644.0,952.9725341796875
2017-06-16,1655.0,952.9725341796875
2017-06-19,1664.0,951.8211059570312
2017-06-20,1674.0,955.4395751953125
2017-06-21,1669.0,960.5383911132812
2017-06-22,1667.0,966.6239624023438
2017-06-23,1670.0,963.8278198242188
2017-06-26,1670.0,960.2093505859375
2017-06-27,1676.0,966.4594116210938
2017-06-28,1674.0,971.06494140625
2017-06-29,1683.0,972.0516357421875
2017-06-30,1670.0,969.2555541992188
2017-07-03,1672.0,978.6307373046875
2017-07-04,1670.0,996.7230834960938
2017-07-05,1677.0,1012.183837890625
2017-07-06,1648.0,1008.894287109375
2017-07-07,1639.0,1012.6771850585938
2017-07-10,1648.0,1017.6113891601562
2017-07-11,1662.0,1030.1114501953125
2017-07-12,1654.0,1023.8614501953125
2017-07-13,1652.0,1021.3942260742188
2017-07-14,1660.0,1029.289306640625
2017-07-18,1653.0,1016.4600219726562
2017-07-19,1656.0,1007.9073486328125
2017-07-20,1666.0,1011.5259399414062
2017-07-21,1662.0,1007.5784912109375
2017-07-24,1656.0,999.8480834960938
2017-07-25,1649.0,1004.4534912109375
2017-07-26,1655.0,1017.4468383789062
2017-07-27,1660.0,1027.973388671875
2017-07-28,1655.0,1024.35498046875
2017-07-31,1651.0,1025.341796875
2017-08-01,1660.0,1036.1971435546875
2017-08-02,1668.0,1036.1971435546875
2017-08-03,1667.0,1023.8614501953125
2017-08-04,1666.0,1022.3812866210938
2017-08-07,1673.0,1042.6116943359375
2017-08-08,1669.0,1042.118408203125
2017-08-09,1651.0,1025.670654296875
2017-08-10,1650.0,1032.0853271484375
2017-08-11,1650.0,1032.0853271484375
2017-08-14,1633.0,1016.4600219726562
2017-08-15,1651.0,1032.0853271484375
2017-08-16,1651.0,1018.7628784179688
2017-08-17,1648.0,1015.6375122070312
2017-08-18,1630.0,1007.4139404296875
2017-08-21,1629.0,1013.6638793945312
2017-08-22,1628.0,1009.5521850585938
2017-08-23,1633.0,1015.3087768554688
2017-08-24,1626.0,1004.4534912109375
2017-08-25,1629.0,1012.841552734375
2017-08-28,1635.0,1007.5784912109375
2017-08-29,1632.0,1001.6573486328125
2017-08-30,1642.0,1011.6902465820312
2017-08-31,1651.0,1016.95361328125
2017-09-01,1653.0,1016.7890014648438
2017-09-04,1637.0,1014.6509399414062
2017-09-05,1622.0,1022.8746337890625
2017-09-06,1626.0,1013.992919921875
2017-09-07,1632.0,1025.5062255859375
2017-09-08,1628.0,1023.0390625
2017-09-11,1646.0,1035.539306640625
2017-09-12,1662.0,1046.230224609375
2017-09-13,1670.0,1055.4407958984375
2017-09-14,1666.0,1057.7432861328125
2017-09-15,1672.0,1065.802734375
2017-09-18,1672.0,1065.802734375
2017-09-19,1704.0,1106.7574462890625
2017-09-20,1703.0,1102.4808349609375
2017-09-21,1702.0,1108.2376708984375
2017-09-22,1698.0,1107.415283203125
2017-09-25,1709.0,1115.8035888671875
2017-09-26,1708.0,1120.9019775390625
2017-09-27,1714.0,1126.410888671875
2017-09-28,1723.0,1129.916259765625
2017-09-29,1722.0,1120.067626953125
2017-10-02,1721.0,1118.565185546875
2017-10-03,1733.0,1126.243896484375
2017-10-04,1733.0,1123.406005859375
2017-10-05,1729.0,1132.420166015625
2017-10-06,1734.0,1149.947265625
2017-10-09,1734.0,1149.947265625
2017-10-10,1743.0,1168.475830078125
2017-10-11,1746.0,1157.125
2017-10-12,1748.0,1155.95654296875
2017-10-13,1759.0,1151.2825927734375
2017-10-16,1770.0,1148.6116943359375
2017-10-17,1772.0,1157.6258544921875
2017-10-18,1775.0,1166.138916015625
2017-10-19,1780.0,1165.137451171875
2017-10-20,1779.0,1168.30908203125
2017-10-23,1795.0,1165.30419921875
2017-10-24,1807.0,1173.1497802734375
2017-10-25,1803.0,1166.4727783203125
2017-10-26,1803.0,1173.8175048828125
2017-10-27,1823.0,1180.661376953125
2017-10-30,1820.0,1181.3291015625
2017-10-31,1816.0,1166.806640625
2017-11-01,1839.0,1174.8189697265625
2017-11-02,1846.0,1194.3492431640625
2017-11-03,1846.0,1194.3492431640625
2017-11-06,1845.0,1196.686279296875
2017-11-07,1865.0,1199.0230712890625
2017-11-08,1870.0,1210.874755859375
2017-11-09,1866.0,1196.185302734375
2017-11-10,1851.0,1186.503662109375
2017-11-13,1835.0,1190.5101318359375
2017-11-14,1830.0,1190.5101318359375
2017-11-15,1795.0,1161.7989501953125
2017-11-16,1814.0,1162.1326904296875
2017-11-17,1815.0,1154.6212158203125
2017-11-20,1809.0,1156.9580078125
2017-11-21,1823.0,1173.1497802734375
2017-11-22,1829.0,1181.6629638671875
2017-11-23,1829.0,1181.6629638671875
2017-11-24,1834.0,1172.3150634765625
2017-11-27,1829.0,1172.8157958984375
2017-11-28,1824.0,1174.8189697265625
2017-11-29,1838.0,1177.1558837890625
2017-11-30,1846.0,1175.820556640625
2017-12-01,1851.0,1176.9888916015625
2017-12-04,1836.0,1169.811279296875
2017-12-05,1843.0,1167.9752197265625
2017-12-06,1817.0,1148.111083984375
2017-12-07,1837.0,1157.125
2017-12-08,1856.0,1171.3135986328125
2017-12-11,1865.0,1176.3212890625
2017-12-12,1867.0,1175.3197021484375
2017-12-13,1864.0,1181.829833984375
2017-12-14,1859.0,1184.500732421875
2017-12-15,1846.0,1162.8004150390625
2017-12-18,1871.0,1195.517822265625
2017-12-19,1868.0,1200.859375
2017-12-20,1874.0,1210.207275390625
2017-12-21,1875.0,1216.5504150390625
2017-12-22,1881.0,1215.548828125
2017-12-25,1885.0,1215.548828125
2017-12-26,1881.0,1210.7078857421875
2017-12-27,1884.0,1214.21337890625
2017-12-28,1872.0,1205.3662109375
2017-12-29,1870.0,1204.03076171875
2018-01-01,1870.0,1204.03076171875
2018-01-02,1870.0,1204.03076171875
2018-01-03,1870.0,1204.03076171875
2018-01-04,1920.0,1237.4158935546875
2018-01-05,1935.0,1260.6185302734375
2018-01-08,1935.0,1260.6185302734375
2018-01-09,1945.0,1258.7823486328125
2018-01-10,1949.0,1286.324951171875
2018-01-11,1945.0,1273.4718017578125
2018-01-12,1933.0,1264.958740234375
2018-01-15,1940.0,1277.47802734375
2018-01-16,1951.0,1290.8319091796875
2018-01-17,1947.0,1299.0113525390625
2018-01-18,1933.0,1284.9896240234375
2018-01-19,1944.0,1291.833740234375
2018-01-22,1950.0,1281.8179931640625
2018-01-23,1968.0,1292.0003662109375
2018-01-24,1956.0,1280.8165283203125
2018-01-25,1942.0,1267.62939453125
2018-01-26,1936.0,1269.96630859375
2018-01-29,1937.0,1275.8087158203125
2018-01-30,1913.0,1273.4718017578125
2018-01-31,1892.0,1248.5999755859375
2018-02-01,1925.0,1271.6356201171875
2018-02-02,1918.0,1272.970947265625
2018-02-05,1878.0,1252.1053466796875
2018-02-06,1793.0,1216.2164306640625
2018-02-07,1801.0,1230.5718994140625
2018-02-08,1815.0,1260.4515380859375
2018-02-09,1785.0,1246.095947265625
2018-02-12,1785.0,1246.095947265625
2018-02-13,1768.0,1214.5472412109375
2018-02-14,1753.0,1188.8409423828125
2018-02-15,1770.0,1192.1793212890625
2018-02-16,1791.0,1203.1962890625
2018-02-19,1829.0,1231.740478515625
2018-02-20,1816.0,1217.051025390625
2018-02-21,1815.0,1218.553466796875
2018-02-22,1797.0,1207.703125
2018-02-23,1812.0,1215.7158203125
2018-02-26,1830.0,1222.3927001953125
2018-02-27,1845.0,1231.740478515625
2018-02-28,1822.0,1207.703125
2018-03-01,1794.0,1182.497802734375
2018-03-02,1762.0,1154.4541015625
2018-03-05,1747.0,1137.4278564453125
2018-03-06,1767.0,1148.7786865234375
2018-03-07,1756.0,1134.5899658203125
2018-03-08,1761.0,1137.594482421875
2018-03-09,1768.0,1133.5885009765625
2018-03-12,1796.0,1161.46484375
2018-03-13,1803.0,1163.3011474609375
2018-03-14,1797.0,1158.29345703125
2018-03-15,1798.0,1156.9580078125
2018-03-16,1788.0,1149.112548828125
2018-03-19,1772.0,1139.5977783203125
2018-03-20,1766.0,1143.937744140625
2018-03-21,1766.0,1143.937744140625
2018-03-22,1781.0,1142.769287109375
2018-03-23,1713.0,1102.20654296875
2018-03-26,1721.0,1108.7166748046875
2018-03-27,1766.0,1150.2808837890625
2018-03-28,1767.0,1165.7403564453125
2018-03-29,1770.0,1263.624267578125
2018-03-30,1785.0,1260.4844970703125
2018-04-02,1777.0,1251.9891357421875
2018-04-03,1772.0,1242.9393310546875
2018-04-04,1774.0,1244.6015625
2018-04-05,1794.0,1246.633056640625
2018-04-06,1788.0,1242.5699462890625
2018-04-09,1794.0,1244.9708251953125
2018-04-10,1801.0,1262.885498046875
2018-04-11,1794.0,1264.17822265625
2018-04-12,1787.0,1269.3494873046875
2018-04-13,1799.0,1276.182861328125
2018-04-16,1805.0,1280.9847412109375
2018-04-17,1799.0,1272.8585205078125
2018-04-18,1820.0,1281.1695556640625
2018-04-19,1819.0,1278.5838623046875
2018-04-20,1820.0,1284.8631591796875
2018-04-23,1818.0,1287.26416015625
2018-04-24,1841.0,1313.1202392578125
2018-04-25,1839.0,1323.83203125
2018-04-26,1843.0,1324.0166015625
2018-04-27,1849.0,1326.2330322265625
2018-04-30,1849.0,1326.2330322265625
2018-05-01,1844.0,1328.818603515625
2018-05-02,1841.0,1323.2779541015625
2018-05-03,1841.0,1323.2779541015625
2018-05-04,1841.0,1323.2779541015625
2018-05-07,1843.0,1329.9267578125
2018-05-08,1851.0,1321.43115234375
2018-05-09,1842.0,1371.1116943359375
2018-05-10,1849.0,1402.1390380859375
2018-05-11,1868.0,1393.08935546875
2018-05-14,1879.0,1396.2291259765625
2018-05-15,1877.0,1387.7335205078125
2018-05-16,1871.0,1394.56689453125
2018-05-17,1880.0,1395.3056640625
2018-05-18,1887.0,1398.260498046875
2018-05-21,1887.0,1396.598388671875
2018-05-22,1882.0,1390.1343994140625
2018-05-23,1869.0,1373.143310546875
2018-05-24,1846.0,1331.219482421875
2018-05-25,1842.0,1314.0435791015625
2018-05-28,1841.0,1302.4083251953125
2018-05-29,1832.0,1288.3720703125
2018-05-30,1807.0,1263.4395751953125
2018-05-31,1817.0,1278.21435546875
2018-06-01,1820.0,1315.3365478515625
2018-06-04,1847.0,1366.8638916015625
2018-06-05,1846.0,1356.5216064453125
2018-06-06,1849.0,1380.34619140625
2018-06-07,1860.0,1390.1343994140625
2018-06-08,1852.0,1381.4542236328125
2018-06-11,1858.0,1383.67041015625
2018-06-12,1865.0,1366.1253662109375
2018-06-13,1871.0,1384.408935546875
2018-06-14,1854.0,1372.0350341796875
2018-06-15,1859.0,1396.598388671875
2018-06-18,1843.0,1390.6885986328125
2018-06-19,1813.0,1379.607177734375
2018-06-20,1822.0,1375.5440673828125
2018-06-21,1821.0,1365.9404296875
2018-06-22,1816.0,1329.557373046875
2018-06-25,1799.0,1309.611083984375
2018-06-26,1802.0,1307.76416015625
2018-06-27,1802.0,1300.007568359375
2018-06-28,1797.0,1314.2283935546875
2018-06-29,1802.0,1324.201416015625
2018-07-02,1763.0,1305.3634033203125
2018-07-03,1760.0,1306.6561279296875
2018-07-04,1762.0,1310.90380859375
2018-07-05,1745.0,1308.6876220703125
2018-07-06,1732.0,1322.7239990234375
2018-07-09,1753.0,1331.5887451171875
2018-07-10,1758.0,1320.6923828125
2018-07-11,1741.0,1317.183349609375
2018-07-12,1752.0,1336.021240234375
2018-07-13,1770.0,1344.1473388671875
2018-07-16,1770.0,1344.1473388671875
2018-07-17,1787.0,1361.6927490234375
2018-07-18,1791.0,1380.161376953125
2018-07-19,1790.0,1377.2064208984375
2018-07-20,1786.0,1374.066650390625
2018-07-23,1780.0,1350.241943359375
2018-07-24,1786.0,1360.2152099609375
2018-07-25,1793.0,1352.4583740234375
2018-07-26,1809.0,1363.7242431640625
2018-07-27,1816.0,1377.021728515625
2018-07-30,1810.0,1383.8551025390625
2018-07-31,1794.0,1349.134033203125
2018-08-01,1811.0,1366.49462890625
2018-08-02,1793.0,1344.88623046875
2018-08-03,1784.0,1333.435791015625
2018-08-06,1772.0,1317.3680419921875
2018-08-07,1786.0,1319.768798828125
2018-08-08,1786.0,1304.0704345703125
2018-08-09,1782.0,1290.9578857421875
2018-08-10,1760.0,1283.7550048828125
2018-08-13,1723.0,1256.7906494140625
2018-08-14,1751.0,1267.6873779296875
2018-08-15,1737.0,1258.6375732421875
2018-08-16,1727.0,1251.2503662109375
2018-08-17,1738.0,1256.42138671875
2018-08-20,1731.0,1248.4801025390625
2018-08-21,1724.0,1241.831298828125
2018-08-22,1740.0,1270.457763671875
2018-08-23,1739.0,1256.23681640625
2018-08-24,1750.0,1261.407958984375
2018-08-27,1771.0,1286.525390625
2018-08-28,1773.0,1297.6063232421875
2018-08-29,1780.0,1305.7327880859375
2018-08-30,1780.0,1293.3585205078125
2018-08-31,1775.0,1279.8765869140625
2018-09-03,1760.0,1258.8223876953125
2018-09-04,1757.0,1250.880859375
2018-09-05,1745.0,1241.2772216796875
2018-09-06,1733.0,1231.30419921875
2018-09-07,1725.0,1218.19140625
2018-09-10,1728.0,1217.822021484375
2018-09-11,1739.0,1237.39892578125
2018-09-12,1732.0,1230.1959228515625
2018-09-13,1751.0,1252.7279052734375
2018-09-14,1770.0,1264.7322998046875
2018-09-17,1770.0,1264.7322998046875
2018-09-18,1800.0,1285.417236328125
2018-09-19,1828.0,1296.3135986328125
2018-09-20,1829.0,1288.92626953125
2018-09-21,1845.0,1292.8046875
2018-09-24,1845.0,1292.8046875
2018-09-25,1866.0,1315.3365478515625
2018-09-26,1879.0,1316.8349609375
2018-09-27,1856.0,1312.7139892578125
2018-09-28,1876.0,1329.0106201171875
2018-10-01,1876.0,1322.4544677734375
2018-10-02,1881.0,1343.995849609375
2018-10-03,1862.0,1304.47216796875
2018-10-04,1859.0,1312.1519775390625
2018-10-05,1850.0,1311.590087890625
2018-10-08,1850.0,1311.590087890625
2018-10-09,1818.0,1271.1297607421875
2018-10-10,1820.0,1266.259521484375
2018-10-11,1755.0,1235.7269287109375
2018-10-12,1759.0,1237.787353515625
2018-10-15,1728.0,1208.19140625
2018-10-16,1741.0,1221.67822265625
2018-10-17,1767.0,1238.5367431640625
2018-10-18,1759.0,1243.96875
2018-10-19,1747.0,1231.9805908203125
2018-10-22,1750.0,1226.7357177734375
2018-10-23,1702.0,1225.79931640625
2018-10-24,1705.0,1232.16796875
2018-10-25,1652.0,1199.2001953125
2018-10-26,1646.0,1223.926025390625
2018-10-29,1640.0,1203.6956787109375
2018-10-30,1660.0,1214.7474365234375
2018-10-31,1698.0,1239.0986328125
2018-11-01,1684.0,1231.793212890625
2018-11-02,1710.0,1228.2342529296875
2018-11-05,1692.0,1216.4332275390625
2018-11-06,1714.0,1241.9083251953125
2018-11-07,1706.0,1243.59423828125
2018-11-08,1735.0,1252.3980712890625
2018-11-09,1725.0,1254.2713623046875
2018-11-12,1726.0,1256.7064208984375
2018-11-13,1690.0,1225.9864501953125
2018-11-14,1693.0,1248.8389892578125
2018-11-15,1692.0,1243.781494140625
2018-11-16,1680.0,1234.6029052734375
2018-11-19,1691.0,1238.5367431640625
2018-11-20,1679.0,1258.2049560546875
2018-11-21,1668.0,1257.8302001953125
2018-11-22,1680.0,1277.685791015625
2018-11-23,1680.0,1277.685791015625
2018-11-26,1684.0,1274.6885986328125
2018-11-27,1697.0,1297.541259765625
2018-11-28,1707.0,1286.114990234375
2018-11-29,1713.0,1291.3599853515625
2018-11-30,1720.0,1274.314208984375
2018-12-03,1744.0,1317.209716796875
2018-12-04,1701.0,1294.5440673828125
2018-12-05,1692.0,1294.3570556640625
2018-12-06,1662.0,1287.9881591796875
2018-12-07,1672.0,1284.6165771484375
2018-12-10,1641.0,1277.4984130859375
2018-12-11,1624.0,1263.4498291015625
2018-12-12,1658.0,1291.5472412109375
2018-12-13,1669.0,1286.8643798828125
2018-12-14,1642.0,1279.184326171875
2018-12-17,1645.0,1281.244873046875
2018-12-18,1613.0,1269.0692138671875
