Date,^N225,9983.T
2016-08-30,16725.359375,35055.625
2016-08-31,16887.400390625,34959.41796875
2016-09-01,16926.83984375,34574.61328125
2016-09-02,16925.6796875,34343.7265625
2016-09-05,17037.630859375,35709.77734375
2016-09-06,17081.98046875,35459.6640625
2016-09-07,17012.439453125,35007.51953125
2016-09-08,16958.76953125,35026.7578125
2016-09-09,16965.759765625,34949.80078125
2016-09-12,16672.919921875,34122.47265625
2016-09-13,16729.0390625,34391.8359375
2016-09-14,16614.240234375,33747.29296875
2016-09-15,16405.009765625,32814.1328125
2016-09-16,16519.2890625,33054.640625
2016-09-20,16492.150390625,31274.919921875
2016-09-21,16807.619140625,31746.3046875
2016-09-23,16754.01953125,31967.5703125
2016-09-26,16544.560546875,31467.328125
2016-09-27,16683.9296875,31169.103515625
2016-09-28,16465.400390625,30822.779296875
2016-09-29,16693.7109375,31246.05859375
2016-09-30,16449.83984375,31063.283203125
2016-10-03,16598.669921875,31727.06640625
2016-10-04,16735.650390625,32217.689453125
2016-10-05,16819.240234375,32650.595703125
2016-10-06,16899.099609375,32746.802734375
2016-10-07,16860.08984375,32227.306640625
2016-10-11,17024.759765625,32631.35546875
2016-10-12,16840.0,32506.29296875
2016-10-13,16774.240234375,31890.609375
2016-10-14,16856.369140625,33477.921875
2016-10-17,16900.119140625,32910.33984375
2016-10-18,16963.609375,33574.125
2016-10-19,16998.91015625,33689.5625
2016-10-20,17235.5,34949.80078125
2016-10-21,17184.58984375,34920.9453125
2016-10-24,17234.419921875,34920.9453125
2016-10-25,17365.25,35450.046875
2016-10-26,17391.83984375,35065.2421875
2016-10-27,17336.419921875,34411.07421875
2016-10-28,17446.41015625,34613.09375
2016-10-31,17425.01953125,34112.84765625
2016-11-01,17442.400390625,34526.51171875
2016-11-02,17134.6796875,34189.8125
2016-11-04,16905.359375,34160.94921875
2016-11-07,17177.2109375,35248.0234375
2016-11-08,17171.380859375,35161.43359375
2016-11-09,16251.5400390625,32400.47265625
2016-11-10,17344.419921875,35488.5234375
2016-11-11,17374.7890625,36171.55078125
2016-11-14,17672.619140625,37114.32421875
2016-11-15,17668.150390625,37104.69921875
2016-11-16,17862.2109375,37903.171875
2016-11-17,17862.630859375,37787.72265625
2016-11-18,17967.41015625,38663.15234375
2016-11-21,18106.01953125,38451.51171875
2016-11-22,18162.939453125,38826.69921875
2016-11-24,18333.41015625,40144.6484375
2016-11-25,18381.220703125,39798.32421875
2016-11-28,18356.890625,39692.5078125
2016-11-29,18307.0390625,38672.7734375
2016-11-30,18308.48046875,38066.70703125
2016-12-01,18513.119140625,38922.8984375
2016-12-02,18426.080078125,39115.30078125
2016-12-05,18274.990234375,38249.4921875
2016-12-06,18360.5390625,38624.671875
2016-12-07,18496.689453125,39317.3203125
2016-12-08,18765.470703125,39538.5859375
2016-12-09,18996.369140625,40971.97265625
2016-12-12,19155.029296875,41491.46484375
2016-12-13,19250.51953125,41568.42578125
2016-12-14,19253.609375,41452.984375
2016-12-15,19273.7890625,41366.40234375
2016-12-16,19401.150390625,41491.46484375
2016-12-19,19391.599609375,41491.46484375
2016-12-20,19494.529296875,41962.84375
2016-12-21,19444.490234375,42328.41015625
2016-12-22,19427.669921875,41828.1640625
2016-12-26,19396.640625,41693.484375
2016-12-27,19403.060546875,41962.84375
2016-12-28,19401.720703125,41626.14453125
2016-12-29,19145.140625,41039.32421875
2016-12-30,19114.369140625,40240.84765625
2017-01-04,19594.16015625,41645.37890625
2017-01-05,19520.689453125,40971.97265625
2017-01-06,19454.330078125,38211.01171875
2017-01-10,19301.439453125,37220.14453125
2017-01-11,19364.669921875,37095.0859375
2017-01-12,19134.69921875,36565.9765625
2017-01-13,19287.279296875,36970.01953125
2017-01-16,19095.240234375,36056.109375
2017-01-17,18813.529296875,35373.0859375
2017-01-18,18894.369140625,35815.609375
2017-01-19,19072.25,35748.265625
2017-01-20,19137.91015625,35825.2265625
2017-01-23,18891.029296875,34959.41796875
2017-01-24,18787.990234375,34007.03125
2017-01-25,19057.5,34526.51171875
2017-01-26,19402.390625,35132.57421875
2017-01-27,19467.400390625,35555.8671875
2017-01-30,19368.849609375,34997.8984375
2017-01-31,19041.33984375,34228.28515625
2017-02-01,19148.080078125,34555.37109375
2017-02-02,18914.580078125,33805.0078125
2017-02-03,18918.19921875,33920.453125
2017-02-06,18976.7109375,34449.5546875
2017-02-07,18910.779296875,33949.30859375
2017-02-08,19007.599609375,34209.0546875
2017-02-09,18907.669921875,34199.4296875
2017-02-10,19378.9296875,35536.625
2017-02-13,19459.150390625,35440.4140625
2017-02-14,19238.98046875,35161.43359375
2017-02-15,19437.98046875,35642.4453125
2017-02-16,19347.529296875,34622.71484375
2017-02-17,19234.619140625,33843.48828125
2017-02-20,19251.080078125,33660.703125
2017-02-21,19381.439453125,34257.15625
2017-02-22,19379.869140625,33930.0703125
2017-02-23,19371.4609375,33939.6875
2017-02-24,19283.5390625,34012.203125
2017-02-27,19107.470703125,34079.87890625
2017-02-28,19118.990234375,34311.90234375
2017-03-01,19393.5390625,34940.3359375
2017-03-02,19564.80078125,35288.3828125
2017-03-03,19469.169921875,36032.8203125
2017-03-06,19379.140625,35037.01171875
2017-03-07,19344.150390625,34495.59765625
2017-03-08,19254.029296875,34553.609375
2017-03-09,19318.580078125,34843.65234375
2017-03-10,19604.609375,35617.08984375
2017-03-13,19633.75,35404.40234375
2017-03-14,19609.5,35414.06640625
2017-03-15,19577.380859375,35501.08203125
2017-03-16,19590.140625,34814.65234375
2017-03-17,19521.58984375,34843.65234375
2017-03-21,19455.880859375,34659.9609375
2017-03-22,19041.380859375,33799.50390625
2017-03-23,19085.310546875,34186.2265625
2017-03-24,19262.529296875,34630.9609375
2017-03-27,18985.58984375,33635.1484375
2017-03-28,19202.869140625,33596.47265625
2017-03-29,19217.48046875,33664.15234375
2017-03-30,19063.220703125,33345.1015625
2017-03-31,18909.259765625,33760.828125
2017-04-03,18983.23046875,34031.53515625
2017-04-04,18810.25,33490.12109375
2017-04-05,18861.26953125,33470.7890625
2017-04-06,18597.060546875,33606.140625
2017-04-07,18664.630859375,33354.76953125
2017-04-10,18797.880859375,33789.8359375
2017-04-11,18747.869140625,33915.5234375
2017-04-12,18552.609375,34031.53515625
2017-04-13,18426.83984375,33702.81640625
2017-04-14,18335.630859375,34157.21875
2017-04-17,18355.259765625,33905.8515625
2017-04-18,18418.58984375,33944.5234375
2017-04-19,18432.19921875,33934.85546875
2017-04-20,18430.490234375,33944.5234375
2017-04-21,18620.75,33944.5234375
2017-04-24,18875.880859375,35201.36328125
2017-04-25,19079.330078125,35491.41015625
2017-04-26,19289.4296875,35578.421875
2017-04-27,19251.869140625,35046.67578125
2017-04-28,19196.740234375,35153.03125
2017-05-01,19310.51953125,34476.26953125
2017-05-02,19445.69921875,34804.9765625
2017-05-08,19895.69921875,36342.19921875
2017-05-09,19843.0,36516.2265625
2017-05-10,19900.08984375,37183.3203125
2017-05-11,19961.55078125,37289.66796875
2017-05-12,19883.900390625,37134.98046875
2017-05-15,19869.849609375,36806.265625
2017-05-16,19919.8203125,36738.58984375
2017-05-17,19814.880859375,36332.53125
2017-05-18,19553.859375,36245.51953125
2017-05-19,19590.759765625,36148.83984375
2017-05-22,19678.279296875,36119.8359375
2017-05-23,19613.279296875,35849.12890625
2017-05-24,19742.98046875,36032.8203125
2017-05-25,19813.130859375,36042.4921875
2017-05-26,19686.83984375,35578.421875
2017-05-29,19682.5703125,35965.1484375
2017-05-30,19677.849609375,35742.78125
2017-05-31,19650.5703125,35868.46484375
2017-06-01,19860.029296875,35839.46484375
2017-06-02,20177.279296875,36970.625
2017-06-05,20170.8203125,36854.6015625
2017-06-06,19979.900390625,36467.88671875
2017-06-07,19984.619140625,36177.84375
2017-06-08,19909.259765625,36052.15625
2017-06-09,20013.259765625,36796.59375
2017-06-12,19908.580078125,35665.43359375
2017-06-13,19898.75,35491.41015625
2017-06-14,19883.51953125,35375.39453125
2017-06-15,19831.8203125,35481.73828125
2017-06-16,19943.259765625,35626.765625
2017-06-19,20067.75,35404.40234375
2017-06-20,20230.41015625,35897.46875
2017-06-21,20138.7890625,35588.08984375
2017-06-22,20110.509765625,35491.41015625
2017-06-23,20132.669921875,35636.43359375
2017-06-26,20153.349609375,35820.125
2017-06-27,20225.08984375,36332.53125
2017-06-28,20130.41015625,36371.203125
2017-06-29,20220.30078125,36467.88671875
2017-06-30,20033.4296875,36177.84375
2017-07-03,20055.80078125,36197.17578125
2017-07-04,20032.349609375,36380.8671875
2017-07-05,20081.630859375,36071.49609375
2017-07-06,19994.060546875,35568.7578125
2017-07-07,19929.08984375,35597.7578125
2017-07-10,20080.98046875,35945.80859375
2017-07-11,20195.48046875,35549.421875
2017-07-12,20098.380859375,35220.703125
2017-07-13,20099.810546875,35017.67578125
2017-07-14,20118.859375,33422.44921875
2017-07-17,,33422.44921875
2017-07-18,19999.91015625,32755.3515625
2017-07-19,20020.859375,32803.69140625
2017-07-20,20144.58984375,32387.9609375
2017-07-21,20099.75,32146.267578125
2017-07-24,19975.669921875,32001.244140625
2017-07-25,19955.19921875,31991.57421875
2017-07-26,20050.16015625,32329.958984375
2017-07-27,20079.640625,32223.611328125
2017-07-28,19959.83984375,32204.2734375
2017-07-31,19925.1796875,32020.580078125
2017-08-01,19985.7890625,32349.29296875
2017-08-02,20080.0390625,32194.60546875
2017-08-03,20029.259765625,32271.951171875
2017-08-04,19952.330078125,32010.912109375
2017-08-07,20055.890625,32059.251953125
2017-08-08,19996.009765625,31923.904296875
2017-08-09,19738.7109375,31517.84375
2017-08-10,19729.740234375,31401.82421875
2017-08-11,19729.740234375,31401.82421875
2017-08-14,19537.099609375,31082.779296875
2017-08-15,19753.310546875,31546.845703125
2017-08-16,19729.279296875,31140.791015625
2017-08-17,19702.630859375,31044.10546875
2017-08-18,19470.41015625,30309.3359375
2017-08-21,19393.130859375,29903.279296875
2017-08-22,19383.83984375,29883.943359375
2017-08-23,19434.640625,30338.33984375
2017-08-24,19353.76953125,30531.697265625
2017-08-25,19452.609375,30686.390625
2017-08-28,19449.900390625,30367.345703125
2017-08-29,19362.55078125,29944.427734375
2017-08-30,19506.5390625,30187.48046875
2017-08-31,19646.240234375,30595.81640625
2017-09-01,19691.470703125,30741.650390625
2017-09-04,19508.25,30702.76171875
2017-09-05,19385.810546875,30479.150390625
2017-09-06,19357.970703125,29720.818359375
2017-09-07,19396.51953125,29866.650390625
2017-09-08,19274.8203125,29166.650390625
2017-09-11,19545.76953125,29759.705078125
2017-09-12,19776.619140625,31111.095703125
2017-09-13,19865.8203125,30712.48046875
2017-09-14,19807.439453125,31062.48046875
2017-09-15,19909.5,31256.927734375
2017-09-18,,31256.927734375
2017-09-19,20299.380859375,31888.875
2017-09-20,20310.4609375,32112.484375
2017-09-21,20347.48046875,32248.58984375
2017-09-22,20296.44921875,32161.091796875
2017-09-25,20397.580078125,32209.703125
2017-09-26,20330.189453125,32433.314453125
2017-09-27,20267.05078125,32666.650390625
2017-09-28,20363.109375,32219.4296875
2017-09-29,20356.279296875,32268.04296875
2017-10-02,20400.779296875,32520.81640625
2017-10-03,20614.0703125,33220.80859375
2017-10-04,20626.66015625,32958.3203125
2017-10-05,20628.560546875,33143.04296875
2017-10-06,20690.7109375,34251.37109375
2017-10-09,,34251.37109375
2017-10-10,20823.509765625,34066.64453125
2017-10-11,20881.26953125,34115.26171875
2017-10-12,20954.720703125,33881.921875
2017-10-13,21155.1796875,35748.58984375
2017-10-16,21255.560546875,35126.3671875
2017-10-17,21336.119140625,35262.48046875
2017-10-18,21363.05078125,35466.6484375
2017-10-19,21448.51953125,35534.69921875
2017-10-20,21457.640625,35505.53515625
2017-10-23,21696.650390625,35923.58984375
2017-10-24,21805.169921875,36040.26171875
2017-10-25,21707.619140625,35699.984375
2017-10-26,21739.779296875,36118.03515625
2017-10-27,22008.44921875,36818.03515625
2017-10-30,22011.669921875,36565.25390625
2017-10-31,22011.609375,36565.25390625
2017-11-01,22420.080078125,36574.98046875
2017-11-02,22539.119140625,36720.81640625
2017-11-03,22539.119140625,36720.81640625
2017-11-06,22548.349609375,37527.7578125
2017-11-07,22937.599609375,38801.3671875
2017-11-08,22913.8203125,38577.76171875
2017-11-09,22868.7109375,38752.75
2017-11-10,22681.419921875,39520.80859375
2017-11-13,22380.990234375,38315.2578125
2017-11-14,22380.009765625,38101.37109375
2017-11-15,22028.3203125,37848.58984375
2017-11-16,22351.119140625,38684.69921875
2017-11-17,22396.80078125,39161.0859375
2017-11-20,22261.759765625,39073.5859375
2017-11-21,22416.48046875,39268.0390625
2017-11-22,22523.150390625,39491.6484375
2017-11-23,,39491.6484375
2017-11-24,22550.849609375,39598.59375
2017-11-27,22495.990234375,40045.8125
2017-11-28,22486.240234375,40493.03515625
2017-11-29,22597.19921875,41124.98046875
2017-11-30,22724.9609375,42301.3671875
2017-12-01,22819.029296875,42447.203125
2017-12-04,22707.16015625,42913.86328125
2017-12-05,22622.380859375,43195.81640625
2017-12-06,22177.0390625,41095.8125
2017-12-07,22498.029296875,42068.03515625
2017-12-08,22811.080078125,43429.14453125
2017-12-11,22938.73046875,43390.2578125
2017-12-12,22866.169921875,43108.31640625
2017-12-13,22758.0703125,43108.31640625
2017-12-14,22694.44921875,42826.3671875
2017-12-15,22553.220703125,43361.0859375
2017-12-18,22901.76953125,43701.3671875
2017-12-19,22868.0,44168.03515625
2017-12-20,22891.720703125,43983.3125
2017-12-21,22866.099609375,43361.0859375
2017-12-22,22902.759765625,43711.0859375
2017-12-25,22939.1796875,43409.6953125
2017-12-26,22892.689453125,43361.0859375
2017-12-27,22911.2109375,44109.703125
2017-12-28,22783.98046875,43740.25
2017-12-29,22764.939453125,43662.48046875
2018-01-01,,43662.48046875
2018-01-02,,43662.48046875
2018-01-03,,43662.48046875
2018-01-04,23506.330078125,45149.97265625
2018-01-05,23714.529296875,45538.8671875
2018-01-08,,45538.8671875
2018-01-09,23849.990234375,46073.5859375
2018-01-10,23788.19921875,45499.97265625
2018-01-11,23710.4296875,45499.97265625
2018-01-12,23653.8203125,48231.91796875
2018-01-15,23714.880859375,48163.86328125
2018-01-16,23951.810546875,49524.97265625
2018-01-17,23868.33984375,48980.53125
2018-01-18,23763.369140625,49145.8125
2018-01-19,23808.060546875,48902.75
2018-01-22,23816.330078125,48533.30078125
2018-01-23,24124.150390625,49437.4765625
2018-01-24,23940.779296875,49165.25390625
2018-01-25,23669.490234375,47949.9765625
2018-01-26,23631.880859375,48134.703125
2018-01-29,23629.33984375,48066.640625
2018-01-30,23291.970703125,46987.47265625
2018-01-31,23098.2890625,47337.47265625
2018-02-01,23486.109375,48212.46875
2018-02-02,23274.529296875,47269.421875
2018-02-05,22682.080078125,45247.1953125
2018-02-06,21610.240234375,42777.75390625
2018-02-07,21645.369140625,42174.9765625
2018-02-08,21890.859375,41873.59375
2018-02-09,21382.619140625,40327.75390625
2018-02-12,,40327.75390625
2018-02-13,21244.6796875,39880.53125
2018-02-14,21154.169921875,39841.64453125
2018-02-15,21464.98046875,40677.75390625
2018-02-16,21720.25,41416.64453125
2018-02-19,22149.2109375,42456.921875
2018-02-20,21925.099609375,41523.5859375
